,cleaned_tweet,cls,count,hate_speech,off_lang,neither
286,the fact that the bruins drafted a yankees fan just goes to show how weak the scouting staff is imo didn t do their homework firechoreli,2.0,3.0,0.0,1.0,2.0
287,rt niggas be like i get 3 times the pussy you get jokes on you fam 3 times 0 is zero,1.0,3.0,0.0,3.0,0.0
288,send all the fucking muzzies home now doj come and get me motherfuckers,1.0,3.0,0.0,3.0,0.0
289,niccas use to be like you always tryn pull a finesse duh nicca i need mine,1.0,3.0,0.0,2.0,1.0
290,are you nigguhs saying you want donald trump as prez that nigguh don t understand real american struggles 128514,1.0,3.0,0.0,3.0,0.0
291,you gotta respect a bitch before she let s you put your entire arm in her vagina,1.0,3.0,0.0,3.0,0.0
292,rt jen bitch daquan dropped your kids off today keisha bitch i don t got kids jen not no more bitch i swallowed em,1.0,3.0,0.0,3.0,0.0
293,bitch smd,1.0,3.0,0.0,3.0,0.0
294,rt side hoes get no love thotology 6 13,1.0,3.0,0.0,3.0,0.0
295,8220 hayleyy i think if my girlfriend were to get locked up shed be the first one raped pussy really bitch 9995 128530 8221 really swerve,1.0,3.0,0.0,3.0,0.0
296,i love you and bitches love me,1.0,3.0,0.0,3.0,0.0
297,im not a bully you half retarded talking flotation device i assure you im no bully,1.0,3.0,1.0,2.0,0.0
298,running the game for 5 years guess that s why my feet hurt wonder when they bite me do these bitches teeth hurt 9995 128175,1.0,6.0,0.0,6.0,0.0
299,target got them high class hoes,1.0,3.0,0.0,3.0,0.0
300,when my friends are roastin my other friends and idk who to roast i m just like wait who are your true nigs 128527 always da clan 128111 128109 128129,1.0,3.0,1.0,2.0,0.0
301,rt what does the fox say bitch,1.0,3.0,1.0,2.0,0.0
302,you got me faggot,0.0,3.0,2.0,1.0,0.0
303,i have to dress up tomorrow for mock interviews and i still don t know how to tie the tie 128530,2.0,3.0,0.0,0.0,3.0
304,pops told me never stick ya 127814 in a broke bitch,1.0,3.0,0.0,3.0,0.0
305,128514 128514 niggas sending screenshots of me to they bitches like stop texting cuh 128557,1.0,3.0,1.0,2.0,0.0
306,8220 after you get done running train on a bitch thats on her period 128514 128514 9995 no that s nasty,1.0,3.0,0.0,3.0,0.0
307,look bitch go and suck a dick i m a real street nicca i ain t wit dat sucka shit,1.0,3.0,1.0,2.0,0.0
308,rt nijel niggas be out here loving all they hoes that s a no no,1.0,3.0,1.0,2.0,0.0
309,rt jacob needs to stop being a little bitch and follow me on instagram,1.0,3.0,0.0,3.0,0.0
310,i ll continue dis later i ll be back bitch,1.0,3.0,1.0,2.0,0.0
311,i ve seen every episode of scrubs ever sense the first episode niggah,1.0,3.0,0.0,3.0,0.0
312,still blaming bush fucking retard,1.0,4.0,1.0,3.0,0.0
313,eating pussy is fun,1.0,3.0,0.0,3.0,0.0
314,rt girls wanna hoe around and turn up but gone regret the shit afterwards,1.0,3.0,0.0,3.0,0.0
315,young thug called a bitch his twin on a track i don t even know what he mean by that but i m definitely bout to start calling bitches that,1.0,3.0,0.0,3.0,0.0
316,whoa sorry for the spell check error its not ho it was hey so sorry,2.0,3.0,0.0,1.0,2.0
317,rt come on yankees lets keep this game going we must win 9918 65039 9918 65039 9918 65039,2.0,3.0,0.0,0.0,3.0
318,i m totally tired of being saudi arabia s bitch it s gotten wayyyy old,1.0,3.0,1.0,2.0,0.0
319,i really hate when i don t get a response back to a text message like a bitch ain t see it or sum 128545,1.0,3.0,0.0,3.0,0.0
320,rt but yall make the mutual decision to have sex on the first date but she s trash what kind of math,2.0,3.0,0.0,0.0,3.0
321,128149 128149 128149 pussy ride dick like she a jamaican 128167 127796 165 127796 gt 128043 127806 128043 amp 128043,1.0,3.0,0.0,3.0,0.0
322,imessage so trash,2.0,7.0,0.0,2.0,5.0
323,rt when you in a public place and ya side hoes come outta no where 128557,1.0,6.0,0.0,6.0,0.0
324,eli manning looks like a idiot when he s talking to the guys on the sideline with his hands up like retarded af,1.0,3.0,0.0,3.0,0.0
325,too little too late bitch ass nigga,1.0,3.0,0.0,3.0,0.0
326,using y mx b to find the slope of that ass,1.0,3.0,0.0,3.0,0.0
327,who takes mid from the best midlaner na fuckin solo q fags,0.0,3.0,2.0,1.0,0.0
328,every time i fuck i gotta hit me least like two bitches,1.0,3.0,0.0,3.0,0.0
329,sometimes i m just like wow this bitch had the audacity to talk shit look at you and your life then look at me and mine 128514 128514,1.0,3.0,0.0,3.0,0.0
330,my mother raised a cunt lol,1.0,3.0,1.0,2.0,0.0
331,god i would sell both my nuts to watch lebron tear his acl right now and watch all those pussies kill themselves,0.0,3.0,2.0,1.0,0.0
332,lol they replaced the big yellow chicken with homer,2.0,3.0,0.0,0.0,3.0
333,the bitch official though dick harder than a missile yo,1.0,3.0,0.0,3.0,0.0
334,rt hey the jig is up even democrats are through with you reasontoexitanobamaspeech dems are raci 8230,2.0,3.0,0.0,0.0,3.0
335,rt the ones we really like we can t get but if you got the one you really like then you a lucky bitch,1.0,3.0,0.0,2.0,1.0
336,rt shit hoes post on instagram pt 1,1.0,3.0,0.0,3.0,0.0
337,hickies in between her thighs right by her pussy gt gt gt its only right,1.0,3.0,0.0,3.0,0.0
338,i miss having jihadist bitches in my crosshairs ahhh the good ol days,1.0,3.0,1.0,2.0,0.0
339,9733 best asian massage on the brooklyn park slope top rated spa 9733 718 622 0221 24,2.0,3.0,0.0,0.0,3.0
340,burkhart talkin bout the retard your sittin on,1.0,3.0,1.0,2.0,0.0
341,y all know what i m thankful for ya bitch lmaoo my sister funny,1.0,3.0,0.0,3.0,0.0
342,you will never get a 128141 128142 if you don t know how to cook 127831 127830 127837 127844 127835 127829 for ya man fr atleast not from a nigga like me slackin ass bitches,1.0,6.0,0.0,6.0,0.0
343,mmm you still a hoe,1.0,3.0,0.0,3.0,0.0
344,i wanna eat the fuck u talking bout then bitch,1.0,3.0,1.0,2.0,0.0
345,i was with a bitch with a mustash for a year and a half wtf is wrong itch me,1.0,3.0,0.0,3.0,0.0
346,ay nigguh so when ya coming back,1.0,3.0,0.0,2.0,1.0
347,used the dollar menu amp spectate at the mall but now i m buying that bitch out cause shit i want it all,1.0,3.0,0.0,3.0,0.0
348,rt garcia3 that s why god made brownies to replace boys,2.0,3.0,0.0,0.0,3.0
349,rt austin mahone is making bitches horny right now,1.0,6.0,0.0,6.0,0.0
350,im tokyo but i get higher than a jet killing these dog ass hoes had to send em to the vet produced by,1.0,3.0,0.0,3.0,0.0
351,i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe,1.0,3.0,0.0,3.0,0.0
352,rt park you ve got to have smelt a lot of manure before you can sing like a hillbilly hankwilliams,2.0,3.0,0.0,1.0,2.0
353,one good girl is worth 1000 bitches,1.0,3.0,0.0,3.0,0.0
354,rt what in the mother fuck is flappy bird,1.0,3.0,0.0,3.0,0.0
355,rt this kid is wearing huf socks and a don t sweat my swag sweatshirt and i m like leave some pussy for the rest of us dude,1.0,3.0,0.0,3.0,0.0
356,hi bitch no bitch bye bitch,1.0,3.0,0.0,3.0,0.0
357,lmao he left that bitch 128514 128514 128514 128514,1.0,3.0,0.0,3.0,0.0
358,y all niccas spark up,1.0,3.0,1.0,2.0,0.0
359,all these bitches wanna be like kim k and fuck their way into being rich but it don t work like that get a degree amp work a desk job you hoe,1.0,3.0,0.0,3.0,0.0
360,ima real young niggah witha muhhfuckin attitude 1043359 walk up i m yo spot you would think a niggah mad at you,1.0,3.0,0.0,3.0,0.0
361,peter pan that ho never land that ho,1.0,3.0,0.0,3.0,0.0
362,rt xo what s with guys and fat bitches i will clearly never understand,1.0,3.0,0.0,3.0,0.0
363,can i bring another bitch can we have a threesome or nahhh,1.0,3.0,0.0,3.0,0.0
364,ya bitch aint bad nigga u aint got no taste,1.0,3.0,0.0,3.0,0.0
365,bitch slap that asshole with a chair,1.0,6.0,0.0,6.0,0.0
366,rt i m glad bey did this shit now some of u bitches wit that one shaved side can go ahead amp shave that other side too,1.0,3.0,0.0,3.0,0.0
367,jm sorry to hear this rt i m going to chipotle for the first time it better not be trash,2.0,3.0,0.0,0.0,3.0
368,stfu boris fagjo rt betha cause he a faggot makes sense now right rt bran prolly real nurturing lol,0.0,3.0,2.0,1.0,0.0
369,8220 i live in constant fear of being shit on by a bird 8221 well this actually fucking happened to me before sooooo 128529,1.0,3.0,0.0,3.0,0.0
370,rt iruddyou there s a different between a slut and a bitch a slut will sleep with anyone a bitch will sleep with anyone but y 8230,1.0,3.0,0.0,3.0,0.0
371,why are these freshman so ghetto lmao,1.0,3.0,1.0,2.0,0.0
372,trash,1.0,3.0,0.0,3.0,0.0
373,rt lmfao oh nah she keep it three hunna twitpic a selfie if u a ho,2.0,3.0,0.0,1.0,2.0
374,cause you re a damn border bunny you forget already,1.0,3.0,1.0,2.0,0.0
375,and plus it s trash talk you should know that especially with ole miss,2.0,3.0,0.0,1.0,2.0
376,90 of niggas goofy and act like bitches,1.0,3.0,1.0,2.0,0.0
377,rt so i took a 1000 pictures with him and he ate all the brownies i made but he s the new homie,2.0,3.0,0.0,0.0,3.0
378,versace belts and lv wallets just won t cut it need to really show his ass up little bitch,1.0,3.0,0.0,3.0,0.0
379,said i ain t neva love no bitcccccch but these bitches steady lovin on me on me ayeeee so what am i,1.0,3.0,0.0,3.0,0.0
380,i m trash,2.0,3.0,0.0,1.0,2.0
381,cleary diz princess iz a bad bitch,1.0,3.0,0.0,3.0,0.0
382,free patterns adorable crochet borders butterfly ladybug flower bumblebee and hat edging trim,2.0,3.0,0.0,0.0,3.0
383,rt kingwalt bruh don t do this rt 8220 w93 females swear their best friend is the baddest bitch in the world 8221,1.0,3.0,0.0,3.0,0.0
384,this is for all the fans that waited the bitch niggas that hated old hoes we dated look mama we 8230,1.0,3.0,0.0,3.0,0.0
385,salty pussy,1.0,3.0,0.0,3.0,0.0
386,oh see cher see what your particular brand vitriol creates a boy who thinks it s ok to call a woman a cunt libtard,1.0,3.0,0.0,3.0,0.0
387,unpredictable is an excuse for retarded,1.0,3.0,0.0,3.0,0.0
388,finally got an updated pic with angel wing colored,2.0,3.0,0.0,0.0,3.0
389,when my teacher says basic algebra i think of basic bitches 128514 128514,1.0,3.0,0.0,3.0,0.0
390,lmaooooooooooo this nigga nuh care lt bitch want likes for some depressing shit foh,1.0,3.0,0.0,3.0,0.0
391,rt you got old bitches upgrade them,1.0,3.0,0.0,3.0,0.0
392,96 just admit you started the shit by calling her out and that you re being a bitch and we ll all move on 128129,1.0,3.0,0.0,3.0,0.0
393,sharkhoes hoe i m at work til like 8,1.0,6.0,1.0,5.0,0.0
394,katy s grand exit tonight from firehouse gt gt gt gt hasta la bye bye bitches 128514,1.0,3.0,0.0,3.0,0.0
395,snacka now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry,1.0,3.0,0.0,3.0,0.0
396,klain s real sole job is to dampen down the mushrooming bad pr and political fallout heading into nov election,2.0,3.0,0.0,1.0,2.0
397,rt im chill as fuck but ill still turn up on ur bitch ass,1.0,3.0,0.0,3.0,0.0
398,rt youknowme tell these hoes that they gotta glo up one day,1.0,3.0,1.0,2.0,0.0
399,rt fat hoes belly shirts die now,1.0,3.0,0.0,3.0,0.0
400,a real gangster ass nigga know the play the real gangster ass niggas gets the flyest of the bitches ask that gangster ass nigga little j,1.0,6.0,1.0,5.0,0.0
401,rt i don t do nothin for no bitch that she wouldn t do for me,1.0,3.0,1.0,2.0,0.0
402,not funny u faggot,0.0,3.0,2.0,1.0,0.0
403,rt the nae nae got to the white ppl it s too late 128553 8220 lmao they ate this hoe stonnaaaaa 128535 128168 127809 127811 127810 naenae,1.0,3.0,0.0,3.0,0.0
404,where this brolic bitch at lol,1.0,3.0,0.0,3.0,0.0
405,cassie laine 8211 brunette slips off her lingerie and massages her wet pussy with 160 oil,1.0,3.0,0.0,3.0,0.0
406,rt rosee it s annoying when ppl follow to unfollow like bitch i was trying to be considerate 128530,1.0,3.0,0.0,3.0,0.0
407,i put her pussy on the map,1.0,3.0,0.0,3.0,0.0
408,bihhh all hoes singing it too,1.0,3.0,0.0,3.0,0.0
409,hate this dyke,0.0,3.0,2.0,1.0,0.0
410,rt 3 most common white people activities 1 wearing tapout 2 shooting up schools 3 calling you a nigger on xbox,0.0,6.0,4.0,2.0,0.0
411,rt victoria 8217 s real secret five nipples and a sideways vagina,1.0,6.0,0.0,6.0,0.0
412,rt i smashed her an dat pussy was wet 128591,1.0,3.0,0.0,3.0,0.0
413,8220 smh they gotta grow up 128514 at least you know these bitches want to be you 128524 8221 i swear 9994,1.0,3.0,0.0,3.0,0.0
414,bad bitches is the only thing that like,1.0,3.0,0.0,3.0,0.0
415,oh your gonna ruining your life just throwing it away smoking weed but my test scores are higher than yours just trash my life,2.0,3.0,0.0,1.0,2.0
416,hahaha chunky goalkeeper makes a save with his stomach,2.0,3.0,0.0,0.0,3.0
417,i snorted shit with more girls in my presence than a dude lmao coke head bitches,1.0,3.0,0.0,3.0,0.0
418,rt nyrblog yankees shouldn t even bother to show up to boston man just fold the franchise cancel baseball,2.0,3.0,0.0,0.0,3.0
419,rt fresh razor blades in my goth bitch stocking,1.0,6.0,0.0,6.0,0.0
420,rt i haven t slapped a bitch in two weeks,1.0,3.0,1.0,2.0,0.0
421,rt rip robin williams i m gonna fuck the baddest bitch tonight for you bruh,1.0,3.0,0.0,3.0,0.0
422,rt i don t like girls that ve been around 128564 niggas really be cuffin community pussy,1.0,6.0,2.0,4.0,0.0
423,rt i kinda miss tremper i use to be threw dat bitch lol never in class lmao,1.0,6.0,0.0,6.0,0.0
424,load this bitch up with kool aid,1.0,3.0,0.0,3.0,0.0
425,ima start friend zoning these hoes 128514 128514 128514,1.0,4.0,0.0,3.0,1.0
426,average is basic and basic is trash 128514 128514,2.0,3.0,0.0,0.0,3.0
427,these hoes be busting nuts when they get a rt,1.0,3.0,0.0,3.0,0.0
428,rt afc i saw a great chimpout 2 summers ago a middle aged salvadoran and his 15 yr old son got wasted by 6 beaners at the metlife 8230,0.0,3.0,2.0,0.0,1.0
429,rt becoming a cold hearted bitch wasn 8217 t really what i planned to do with my life but here i am,1.0,3.0,0.0,3.0,0.0
430,bitch i might b,1.0,3.0,0.0,3.0,0.0
431,lol this is why u my nig,1.0,3.0,0.0,3.0,0.0
432,ron 12 it s a song hoe,1.0,3.0,1.0,2.0,0.0
433,rt when someone tweets these hoes aint loyal but they laid up at the crib looking like,1.0,3.0,0.0,3.0,0.0
434,hate a female that got the mentality of a niggah,1.0,6.0,1.0,5.0,0.0
435,rt babee smoke good weed with a bad bitch,1.0,3.0,0.0,3.0,0.0
436,i l8v3 fuckin wit this nigga he getting all emotional he remind me of my bitch is that you blake 50 8230,1.0,3.0,0.0,3.0,0.0
437,swing on her rt i really don t like this woman old hag ass bitch,1.0,3.0,1.0,2.0,0.0
438,rt lol what a fake bitch,1.0,6.0,0.0,6.0,0.0
439,bitch your unknown u dont have a mixtape and you damn sure cant rap u couldn t rap if your life depend on it,1.0,3.0,0.0,3.0,0.0
440,cblaze sorry i eat pussy,1.0,3.0,0.0,3.0,0.0
441,i can turn yo bitch into a eaterrrrrrrrr,1.0,3.0,0.0,3.0,0.0
442,i would rather you call me bitch than sir my manager,1.0,3.0,0.0,3.0,0.0
443,mine pussy,1.0,3.0,0.0,3.0,0.0
444,25 yeah you right and you know them mexicans bringing all they family that hoe finna be packed,0.0,3.0,2.0,1.0,0.0
445,ohhhhh you bitch,1.0,3.0,0.0,3.0,0.0
446,niggas be on pussy shit,1.0,3.0,0.0,3.0,0.0
447,watch excited isis jihadis getting their yezidi sex slaves on distribution day tcot lnyhbt pjnet tgdn gop,1.0,3.0,0.0,2.0,1.0
448,it s hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man 128514 128514 128514,1.0,3.0,1.0,2.0,0.0
449,rt dat ghetto shit aint attractive,1.0,3.0,0.0,3.0,0.0
450,you dirty little bitch,1.0,3.0,1.0,2.0,0.0
451,lucky bitch 128545,1.0,3.0,0.0,3.0,0.0
452,128514 128514 128514 128557 128557 128557 128514 128514 that hoe is like 5 8,1.0,3.0,0.0,3.0,0.0
453,rt anyone and everyone can have my ex fuck that hoe,1.0,3.0,0.0,3.0,0.0
454,chulo go back to lego club faggot,0.0,3.0,2.0,1.0,0.0
455,majority of the hoes on this gram instafrontin,1.0,3.0,0.0,3.0,0.0
456,trash,2.0,3.0,0.0,1.0,2.0
457,rt when you let go of all your hoes for one girl but she end up bein a hoe too,1.0,6.0,0.0,6.0,0.0
458,rt distance is a fucking bitch,1.0,3.0,1.0,2.0,0.0
459,i just want some oreos amp milk honestly just stop by the store amp pick up some on your way back lol,2.0,3.0,0.0,1.0,2.0
460,you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao,1.0,3.0,0.0,3.0,0.0
461,rt high flyers crr militia boner squad ball sack weiner fc anal brownies,1.0,3.0,0.0,3.0,0.0
462,shegotthis yellow rice black beans and pork chop sis,2.0,3.0,0.0,0.0,3.0
463,rt dont try too fuck with me amp got a million and two bitches because i will tell them all i promise i will,1.0,3.0,0.0,3.0,0.0
464,rt gardy goes yardy again he leads off the game with a hr for the second straight night and it s 1 0 yankees,2.0,3.0,0.0,0.0,3.0
465,living with my bitches live thuglife,1.0,3.0,0.0,3.0,0.0
466,leafs better win this damn game so i can go riot and shit earlychristmas you better start looting my nig,1.0,3.0,1.0,2.0,0.0
467,9733 best asian massage on the brooklyn park slope top rated spa 9733 718 622 0221 24,2.0,3.0,0.0,0.0,3.0
468,i m just salty bitch,1.0,3.0,0.0,3.0,0.0
469,engweiler you re are only a hoe when you fuck him and think you re pregnant not when you party together 128524,1.0,3.0,0.0,3.0,0.0
470,i lost all my respect for my brother cause you acting like a straight up bitch,1.0,3.0,0.0,3.0,0.0
471,rt chello ian worried bout a bitch who ain t worried bout me 128526 128175,1.0,3.0,0.0,3.0,0.0
472,i be teaching bitches how to clear the bong mon,1.0,3.0,0.0,3.0,0.0
473,rt lander charlie sheen is engaged to a porn star i can t be the only one thinking she can do a lot better,2.0,3.0,0.0,1.0,2.0
474,naw nigga what s up with em hands what happened to the shit you was talking a couple a month s ago eat bitch,1.0,3.0,1.0,2.0,0.0
